,x_lead,x_follow,v_follow,a_follow,a_lead,v_lead,t,size_lead,size_follow,spacing,relative_speed
0,0.0,-14.942301096610962,10.297317016084028,-0.3998689326696328,-0.01717939979657075,8.738305273105473,0.0,4.8,6.485077818234761,10.14230109661096,1.559011742978555
1,0.8713077370628052,-13.928181421726075,10.245299122154275,-0.4026107307931158,-0.016036834403377814,8.697857164607887,0.09972832,4.8,6.485077818234761,9.99948915878888,1.547441957546388
2,1.7366424463701493,-12.917922248239584,10.192787975537394,-0.4044967640394425,-0.013305963590173577,8.699518585159932,0.19945664,4.8,6.485077818234761,9.854564694609735,1.4932693903774616
3,2.60606690373884,-11.911076963763229,10.174063112343887,-0.40592108950843536,-0.010024183318972816,8.721998157952564,0.29920556,4.8,6.485077818234761,9.71714386750207,1.4520649543913233
4,3.4754320950341064,-10.956166911022146,10.151426480338534,-0.406897635383696,-0.006219649745521065,8.675440560533959,0.39902788,4.8,6.485077818234761,9.631599006056252,1.4759859198045753
5,4.337731431503381,-9.973756499270523,10.099914700045586,-0.40765536353543325,-0.0023533461124440815,8.61354531781044,0.49894785,4.8,6.485077818234761,9.511487930773903,1.4863693822351465
6,5.197993465065604,-9.026821415253812,10.059815776755423,-0.4079320006575116,0.0019092439049656351,8.643039926836178,0.59888752,4.8,6.485077818234761,9.424814880319417,1.4167758499192455
7,6.066120037998196,-8.086143323548287,10.034977413412081,-0.4071660564258349,0.00753280005018157,8.715749960027171,0.69889044,4.8,6.485077818234761,9.352263361546484,1.3192274533849098
8,6.939931225356643,-7.145318767325213,10.001889988517386,-0.40546740521300895,0.014156351811727782,8.71969608502735,0.79895676,4.8,6.485077818234761,9.285249992681855,1.282193903490036
9,7.812285238186426,-6.204601103133746,9.966274753911323,-0.40283359113601025,0.02158819344316561,8.71661362422118,0.89904308,4.8,6.485077818234761,9.216886341320173,1.2496611296901428
10,8.68641319391008,-5.22206530029895,9.92271347981968,-0.3993278181219983,0.02974786329624441,8.733285169237591,0.999132,4.8,6.485077818234761,9.10847849420903,1.1894283105820893
11,9.561692189337311,-4.222976513567863,9.888727872339828,-0.3952970064408824,0.03807813165211554,8.75055144822668,1.09923732,4.8,6.485077818234761,8.984668702905175,1.1381764241131478
12,10.440002936658372,-3.221117336068597,9.828820008256105,-0.3907343871793423,0.046541525545635724,8.77882751362363,1.19933129,4.8,6.485077818234761,8.861120272726968,1.049992494632475
13,11.31913564903278,-2.2223849433192253,9.793231370427888,-0.385668045277411,0.05510956400674463,8.785277181474324,1.29933221,4.8,6.485077818234761,8.741520592352007,1.0079541889535637
14,12.199028048241674,-1.2337123964298158,9.71067972272547,-0.3803079443108892,0.06326951119719802,8.811060171233837,1.39928253,4.8,6.485077818234761,8.63274044467149,0.8996195514916323
15,13.08232986695159,-0.2524139217477416,9.660323895143211,-0.37479021692325015,0.07055066021072758,8.840452217474525,1.49921185,4.8,6.485077818234761,8.53474378869933,0.8198716776686865
16,13.967800613261652,0.7223785056565842,9.639857696163654,-0.36935721036567226,0.07649450765560792,8.860083824567498,1.59914817,4.8,6.485077818234761,8.445422107605069,0.7797738715961557
17,14.8556204348588,1.6923257422486162,9.608010046101873,-0.36432408794937715,0.08047479301415073,8.877338448774982,1.69910309,4.8,6.485077818234761,8.363294692610182,0.7306715973268911
18,15.744719111070456,2.657224921994956,9.588019839007552,-0.3594286201050283,0.08280524111039679,8.887444479073702,1.79908741,4.8,6.485077818234761,8.287494189075499,0.7005753599338505
19,16.635485273932797,3.617242793600174,9.570023796419951,-0.3542319612247347,0.08415064295623466,8.903674281990718,1.89910973,4.8,6.485077818234761,8.218242480332624,0.6663495144292337
20,17.528234054436695,4.5750453346211515,9.550180103894107,-0.34866708727207485,0.08446533920092562,8.920979404608513,1.99916765,4.8,6.485077818234761,8.153188719815542,0.6292006992855939
21,18.422992926665657,5.530132907983922,9.541703948456764,-0.34246908149381716,0.08401911695427254,8.936470371327133,2.09926097,4.8,6.485077818234761,8.092860018681733,0.6052335771296313
22,19.31837498542722,6.479051807952689,9.50058679307939,-0.3357947611629353,0.08245541071712803,8.933916611947962,2.19934529,4.8,6.485077818234761,8.039323177474529,0.5666701811314283
23,20.212021336197264,7.421004168547373,9.450050169934732,-0.32907378632544687,0.07895024245405043,8.919205687411738,2.29939821,4.8,6.485077818234761,7.991017167649891,0.5308444825229941
24,21.104590647632392,8.320121940922947,9.408435773925238,-0.32212624865438805,0.07366516181680166,8.930726053522587,2.39940153,4.8,6.485077818234761,7.984468706709445,0.47770972040265036
25,21.997347177329033,9.238179860445745,9.393956071225086,-0.3148653056278451,0.06662264183783202,8.907647280643125,2.49937285,4.8,6.485077818234761,7.9591673168832875,0.4863087905819601
26,22.884820536316933,10.161390140831084,9.374143595390679,-0.30732687889351745,0.057799188288253145,8.867515168518722,2.59932417,4.8,6.485077818234761,7.923430395485849,0.5066284268719574
27,23.770603032087795,11.08719682572081,9.347901665724757,-0.29936554108727087,0.047537402380378284,8.857991596799748,2.69931609,4.8,6.485077818234761,7.883406206366986,0.48991006892500977
28,24.657779875843985,12.007714207050228,9.28651150622392,-0.2910432614114918,0.035757091705207675,8.905047695777652,2.79934341,4.8,6.485077818234761,7.850065668793758,0.3814638104462684
29,25.551101737465256,12.93095891303264,9.264937926976065,-0.2824632044882232,0.022380338784594465,8.91445489571091,2.89940273,4.8,6.485077818234761,7.820142824432616,0.35048303126515457
30,26.43937361516686,13.851081908090826,9.244336494606804,-0.27343942771109475,0.007666504348727158,8.846896277266863,2.99948865,4.8,6.485077818234761,7.788291707076035,0.39744021733994117
31,27.321990461716602,14.767651885117742,9.221449949512616,-0.2637741095708688,-0.008177998377666794,8.806794731091601,3.09958097,4.8,6.485077818234761,7.754338576598861,0.4146552184210144
32,28.20177864923644,15.679557708573713,9.187848518539234,-0.2533865559060054,-0.024923328180852373,8.812424487652171,3.19963829,4.8,6.485077818234761,7.722220940662729,0.37542403088706244
33,29.08416663635829,16.58565145802728,9.128020769045278,-0.24211322382263573,-0.04222250590125434,8.843419794477985,3.29961421,4.8,6.485077818234761,7.698515178331012,0.2846009745672937
34,29.968555271106833,17.482120580442256,9.058296337113221,-0.23008944870036013,-0.06047447690130966,8.859646462379102,3.39954453,4.8,6.485077818234761,7.686434690664577,0.19864987473411944
35,30.853755746167543,18.374021409893274,9.022528882066743,-0.2175991520816563,-0.08034712790604621,8.846152062432171,3.49947085,4.8,6.485077818234761,7.67973433627427,0.1763768196345712
36,31.731266663832397,19.265713085458106,9.015146630591886,-0.2046479927512086,-0.10197459647383054,8.707102172266959,3.59941417,4.8,6.485077818234761,7.665553578374291,0.3080444583249271
37,32.59534005495863,20.149766727803883,9.005018498549495,-0.19133925686953168,-0.1257462713796605,8.672959159604144,3.69941409,4.8,6.485077818234761,7.645573327154751,0.332059338945351
38,33.467524907510324,21.038566205814707,8.988499244621105,-0.1776415891141168,-0.15155011263193388,8.770588786609737,3.79945341,4.8,6.485077818234761,7.628958701695617,0.21791045801136733
